Species,Island,Individual ID,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Culmen Length (mm) Offset,Culmen Depth (mm) Offset,Flipper Length (mm) Offset,Body Mass (g) Offset
Chinstrap,Dream,N89A2,52.0,19.0,197.0,4150.0,MALE,-0.03914589728932538,0.11833178912976272,0.012834230348442333,0.094651992022179
Chinstrap,Dream,N67A1,46.0,18.9,195.0,4150.0,FEMALE,0.019083711379608848,0.10281340170998277,-0.07764844584580133,-0.10927967022335816
Adelie,Dream,N23A2,39.2,21.1,196.0,4150.0,MALE,0.0,0.0,0.06190412002963319,0.011518119862667486
Gentoo,Biscoe,N39A1,42.0,13.5,210.0,4150.0,FEMALE,0.0068025542941008155,0.015518387419779844,-0.02944907947513009,0.11017037944195884
Adelie,Torgersen,N40A2,35.1,19.4,193.0,4200.0,MALE,-0.015518387419779844,-0.10559551712208692,0.0679353024568734,-0.12429964932506399
Gentoo,Biscoe,N38A1,45.8,14.6,210.0,4200.0,FEMALE,0.07101819253511088,0.0,0.015019979101705827,0.1256887668617387
Gentoo,Biscoe,N18A1,45.3,13.8,208.0,4200.0,FEMALE,0.011518119862667486,0.04485132352015231,0.146906290894823,-0.00926890638861333
Adelie,Torgersen,N10A2,46.0,21.5,194.0,4200.0,MALE,-0.02018017308651654,0.0,0.05510156573553204,0.032305146113948524
Gentoo,Biscoe,N11A1,45.5,13.9,210.0,4200.0,FEMALE,0.14120715428151853,-0.00756559151694125,-0.08543131847205276,-0.03388404170244774
Adelie,Dream,N79A2,39.7,17.9,193.0,4250.0,MALE,-0.12107570766059006,0.1722439291210781,-0.16026283873612712,-0.13981803674484383
Adelie,Dream,N83A1,39.2,18.6,190.0,4250.0,MALE,-0.11016444096268663,0.04952684840540067,-0.01415034083421729,0.14120715428151853
Adelie,Biscoe,N49A2,37.8,20.0,190.0,4250.0,MALE,0.10320793782848103,0.07274557365361956,-0.056653299436656424,-0.15533642416462368
Adelie,Torgersen,N5A2,42.0,20.2,190.0,4250.0,UNKNOWN,0.05510156573553204,0.04194804153746312,-0.11016444096268663,0.15672554170129827
Adelie,Torgersen,N36A2,42.8,18.5,195.0,4250.0,MALE,-0.0525349022138929,-0.06015006216106533,0.05099285333172965,-0.05444647973228123
Adelie,Biscoe,N60A2,42.2,19.5,197.0,4275.0,MALE,-0.008217424807605012,0.14207728617610837,-0.0013161104857747352,-0.17085481158440347
Adelie,Torgersen,N71A2,41.5,18.3,195.0,4300.0,MALE,-0.004108712403802617,-0.04292835986961363,0.06601283243343559,0.1722439291210781
Chinstrap,Dream,N63A2,54.2,20.8,201.0,4300.0,MALE,0.0,0.0,-0.17085481158440347,0.04645548694816559
Gentoo,Biscoe,N7A1,45.3,13.7,210.0,4300.0,FEMALE,0.11017037944195884,-0.04353521303437757,0.05248531920046562,-0.06996486715206063
Gentoo,Biscoe,N16A1,43.8,13.9,208.0,4300.0,FEMALE,0.012834230348442333,0.05987130262185825,0.07233430302088573,0.07101819253511088
Chinstrap,Dream,N87A2,49.0,19.6,212.0,4300.0,MALE,0.039482515750376534,-0.020281834688583356,0.017603967234768536,0.003565323959829003
Adelie,Biscoe,N21A2,40.1,18.9,188.0,4300.0,MALE,0.0,-0.01671651072875502,0.05747100160435725,0.019083711379608848
Adelie,Dream,N48A2,40.8,18.9,208.0,4300.0,MALE,0.0,-0.0906274741201687,-0.05576259021805596,-0.02018017308651654
Adelie,Dream,N45A2,41.1,18.1,205.0,4300.0,MALE,-0.1445818351518977,0.13138790347504326,0.1006869207891079,-0.041612249383838895
Adelie,Dream,N49A2,40.3,18.5,196.0,4350.0,MALE,-0.03712311583876182,-0.02944907947513009,0.0,-0.0841152079862778
Gentoo,Biscoe,N5A1,44.0,13.6,208.0,4350.0,FEMALE,-0.02785420945014816,0.028352617768222177,-0.007345942738074207,0.08516853336932806
Gentoo,Biscoe,N35A1,46.2,14.1,217.0,4375.0,FEMALE,0.1006869207891079,0.08970264704030473,-0.06140521808445809,0.03362125659972348
Gentoo,Biscoe,N35A1,43.3,13.4,209.0,4400.0,FEMALE,-0.08088751998211507,0.0,0.00767403636363162,-0.09963359540605765
Gentoo,Biscoe,N14A1,45.1,14.4,210.0,4400.0,FEMALE,-0.0623992756351196,-0.06590623138878715,-0.04446905857683592,0.1006869207891079
Gentoo,Biscoe,N19A1,45.7,13.9,214.0,4400.0,FEMALE,0.1722439291210781,0.02187854851560822,0.09574621851111564,-0.11531459899028706
Gentoo,Biscoe,N42A1,46.5,14.5,213.0,4400.0,FEMALE,-0.1615339690960021,-0.029170319935923006,-0.06804190350152184,0.11636792437333732
Adelie,Dream,N27A2,44.1,19.7,196.0,4400.0,MALE,0.0269845711826594,-0.04434613195745496,-0.015019979101705827,0.057366753646069024
Chinstrap,Dream,N72A2,49.2,18.2,195.0,4400.0,MALE,-0.0010355071445257158,0.146906290894823,-0.023364582277969892,-0.007345942738074207
Adelie,Torgersen,N8A1,34.6,21.1,198.0,4400.0,MALE,-0.04353521303437757,0.0,0.04777159743394044,-0.05576259021805596
Adelie,Biscoe,N27A2,41.3,21.1,195.0,4400.0,MALE,0.01091126669790321,-0.015518387419779844,-0.027346116313113233,-0.1303345780919929
Gentoo,Biscoe,N17A1,43.2,14.5,208.0,4450.0,FEMALE,0.03186416182622143,-0.07297341458765427,-0.07128097763783547,0.13138790347504326
Gentoo,Biscoe,N32A1,48.7,14.1,210.0,4450.0,FEMALE,0.09574621851111564,-0.09040966914334392,-0.04292835986961363,-0.07128097763783547
Adelie,Torgersen,N32A2,41.8,19.4,198.0,4450.0,MALE,-0.034275848975873324,-0.007447604340141023,-0.02297277500454431,0.07233430302088573
Chinstrap,Dream,N86A2,50.8,18.5,201.0,4450.0,MALE,-0.1197458579563041,0.05248531920046562,0.1722439291210781,-0.14585296551177274
Adelie,Dream,N46A2,39.6,18.1,186.0,4450.0,MALE,-0.08801530660511525,-0.05576259021805596,-0.029170319935923006,0.146906290894823
Adelie,Dream,N76A2,37.5,18.5,199.0,4475.0,MALE,-0.07297341458765427,0.08302368572195129,0.011518119862667486,-0.1615339690960021
Gentoo,Biscoe,N31A1,46.1,13.2,211.0,4500.0,FEMALE,0.08516853336932806,0.0,0.06750529830217145,0.00767403636363162
Chinstrap,Dream,N72A2,53.5,19.9,205.0,4500.0,MALE,-0.015518387419779844,-0.058496472791671805,-0.09963359540605765,-0.028132968989355245
Adelie,Torgersen,N9A2,42.5,20.7,197.0,4500.0,MALE,-0.07764844584580133,0.0,-0.03876547614805148,0.02270998990182005
Gentoo,Biscoe,N33A2,46.5,13.5,210.0,4550.0,FEMALE,0.07233430302088573,-0.012834230348442333,-0.10736180308744803,0.044532523297626914
Chinstrap,Dream,N62A2,52.8,20.0,205.0,4550.0,MALE,0.020943210309357307,0.015518387419779844,0.03362125659972348,-0.04292835986961363
Gentoo,Biscoe,N29A1,43.3,14.0,208.0,4575.0,FEMALE,-0.10271005337792194,0.07402164345607531,-0.14585296551177274,-0.08543131847205276
Adelie,Biscoe,N58A2,45.6,20.3,191.0,4600.0,MALE,-0.15533642416462368,0.05696802063916895,0.031199391004009147,0.08648464385510302
Gentoo,Biscoe,N13A1,43.4,14.4,218.0,4600.0,FEMALE,0.0,-0.02878311555002544,-0.13416268715454627,-0.10736180308744803
Gentoo,Biscoe,N47A1,48.2,14.3,210.0,4600.0,FEMALE,-0.021822533395806754,-0.014632774715808372,-0.06015006216106533,0.10200303127488275
Adelie,Dream,N28A2,39.6,18.8,190.0,4600.0,MALE,0.06350083385665695,0.09574621851111564,-0.028352617768222177,0.11768403485911216
Gentoo,Biscoe,N58A1,47.5,14.2,209.0,4600.0,FEMALE,-0.06015006216106533,0.051048868451531115,0.02270998990182005,-0.015298738640912912
Gentoo,Biscoe,N21A1,48.4,14.4,203.0,4625.0,FEMALE,0.031754308068985715,0.0286878860543317,0.019083711379608848,0.0
Gentoo,Biscoe,N1A1,49.1,14.5,212.0,4625.0,FEMALE,0.05500090317015638,-0.04380309465173127,0.08302368572195129,0.03362125659972348
Gentoo,Biscoe,N37A1,45.5,13.7,214.0,4650.0,FEMALE,-0.00926890638861333,-0.02785420945014816,0.08072623940940982,-0.02944907947513009
Gentoo,Biscoe,N51A1,46.2,14.4,214.0,4650.0,UNKNOWN,0.03362125659972348,-0.08158723497301656,-0.08306188260322767,0.05248531920046562
Gentoo,Biscoe,N36A1,40.9,13.7,214.0,4650.0,FEMALE,-0.015518387419779844,0.0,-0.008988303047364199,0.015019979101705827
Gentoo,Biscoe,N34A1,43.5,15.2,213.0,4650.0,FEMALE,0.046014502660438605,0.06542379750719596,0.06504523582518051,-0.04446905857683592
Adelie,Dream,N25A2,39.8,19.1,184.0,4650.0,MALE,-0.1365940950803699,0.07758647378880335,0.051048868451531115,-0.06015006216106533
Adelie,Torgersen,N4A2,39.2,19.6,195.0,4675.0,MALE,0.11098214313038746,0.12090713455894353,0.03684251249751258,0.06750529830217145
Gentoo,Biscoe,N20A1,45.8,14.2,219.0,4700.0,FEMALE,-0.06996486715206063,-0.036735911452864145,-0.03661792427606403,-0.07583106574529475
Gentoo,Biscoe,N28A1,41.7,14.7,210.0,4700.0,FEMALE,0.040951224901314975,0.10320793782848103,0.11768403485911216,0.08302368572195129
Gentoo,Biscoe,N53A1,43.5,14.2,220.0,4700.0,FEMALE,0.1036343565902712,0.000387204385897455,0.08119677787453194,-0.09134945316507448
Adelie,Torgersen,N39A2,42.9,17.6,196.0,4700.0,MALE,-0.012326137211407406,-0.09359866663912875,-0.06536913256233523,-0.010911266697903321
Gentoo,Biscoe,N50A2,42.8,14.2,209.0,4700.0,FEMALE,-0.09179878668001851,0.10472262614201056,-0.1615339690960021,0.04157405250256219
Gentoo,Biscoe,N56A1,46.4,15.0,216.0,4700.0,FEMALE,0.13138790347504326,0.012834230348442333,0.04654969894924377,0.0019229636505391223
Adelie,Biscoe,N47A2,41.0,20.0,203.0,4725.0,MALE,-0.03103677483955969,-0.02823463059142206,-0.0841152079862778,0.017603967234768536
Gentoo,Biscoe,N24A1,47.3,13.8,216.0,4725.0,UNKNOWN,-0.02944907947513009,-0.0455583456231915,0.10281340170998277,-0.021822533395806754
Gentoo,Biscoe,N6A1,47.4,14.6,212.0,4725.0,FEMALE,0.015019979101705827,0.0881879587267752,0.04157405250256219,-0.03750353698003617
Gentoo,Biscoe,N60A1,45.2,13.8,215.0,4750.0,FEMALE,-0.07791766305489944,-0.03053836652148567,0.023801512166147232,0.031754308068985715
Gentoo,Biscoe,N18A1,45.5,14.5,212.0,4750.0,FEMALE,-0.13981803674484383,0.04283822688854888,-0.09134945316507448,0.04952684840540067
Gentoo,Biscoe,N54A1,47.7,15.0,216.0,4750.0,FEMALE,-0.010911266697903321,-0.057024529386071166,-0.045886830664678135,-0.052523516081741994
Gentoo,Biscoe,N8A1,44.9,13.8,212.0,4750.0,FEMALE,0.02435235021111004,0.007728207681391042,-0.021822533395806754,0.06504523582518051
Gentoo,Biscoe,N7A2,49.6,15.0,216.0,4750.0,MALE,0.03152971984753783,-0.13334312552758654,0.11833178912976272,-0.06804190350152184
Adelie,Biscoe,N55A2,43.2,19.0,197.0,4775.0,MALE,0.06190412002963319,-0.07642519718616392,0.02435235021111004,0.08072623940940982
Chinstrap,Dream,N69A2,52.0,20.7,210.0,4800.0,MALE,0.04194804153746312,0.020943210309357307,0.0,-0.008988303047364199
Gentoo,Biscoe,N34A1,45.4,14.6,211.0,4800.0,FEMALE,-0.12429964932506399,-0.04419029903762883,-0.07583106574529475,0.009651171331930053
Gentoo,Biscoe,N40A1,46.2,14.5,209.0,4800.0,FEMALE,-0.09963359540605765,-0.015019979101705827,0.044532523297626914,-0.08306188260322767
Gentoo,Biscoe,N19A1,44.5,14.7,214.0,4850.0,FEMALE,0.03981880153110173,-0.0879933936893601,-0.029550741077197462,0.09574621851111564
Gentoo,Biscoe,N39A1,46.8,14.3,215.0,4850.0,FEMALE,0.08648464385510302,0.014537545220114523,-0.04457072017890329,-0.029550741077197462
Gentoo,Biscoe,N22A1,48.5,15.0,219.0,4850.0,FEMALE,0.08072623940940982,0.02785420945014816,-0.05229892786029344,0.023801512166147232
Gentoo,Biscoe,N13A1,46.6,14.2,210.0,4850.0,FEMALE,-0.028132968989355245,0.03602888934982529,0.10200303127488275,0.039482515750376534
Gentoo,Biscoe,N20A2,46.9,14.6,222.0,4875.0,FEMALE,0.10200303127488275,0.028300681668434247,0.09534711870874901,-0.04457072017890329
Gentoo,Biscoe,N14A1,47.5,14.0,212.0,4875.0,FEMALE,-0.07583106574529475,-0.022585570618647077,-0.010911266697903321,0.05500090317015638
Gentoo,Biscoe,N36A1,44.5,15.7,217.0,4875.0,UNKNOWN,-0.03876547614805148,0.03975533681031129,0.0620680863690235,-0.06008910759868302
Gentoo,Biscoe,N8A2,43.6,13.9,217.0,4900.0,FEMALE,-0.015019979101705827,-0.060578324724897326,-0.11848168357031696,0.07277344350657133
Gentoo,Biscoe,N15A1,46.5,14.4,217.0,4900.0,FEMALE,-0.14585296551177274,0.0,-0.07642519718616392,-0.0010355071445257158
Gentoo,Biscoe,N20A1,49.4,15.8,216.0,4925.0,MALE,-0.0906274741201687,-0.029170319935923117,-0.00876371482591598,-0.01671651072875502
Gentoo,Biscoe,N38A1,47.2,13.7,214.0,4925.0,FEMALE,0.0,0.015681003584229414,0.009651171331930053,-0.07510908670038896
Gentoo,Biscoe,N4A1,42.6,13.7,213.0,4950.0,FEMALE,0.08153121985321532,-0.015518387419779844,0.04952684840540067,0.08779342260827694
Gentoo,Biscoe,N15A1,47.5,15.0,218.0,4950.0,FEMALE,-0.04446905857683592,0.042451022502651425,-0.021597945174358202,-0.0906274741201687
Gentoo,Biscoe,N23A1,47.2,15.5,215.0,4975.0,FEMALE,0.03362125659972348,-0.11016444096268663,0.08779342260827694,0.0128902454682438
Gentoo,Biscoe,N41A2,45.1,14.5,215.0,5000.0,FEMALE,-0.046718272050890186,0.058356614308328725,-0.0906274741201687,-0.03086685156297231
Gentoo,Biscoe,N32A1,50.5,15.2,216.0,5000.0,FEMALE,0.05065841135304627,0.014150340834217179,-0.03086685156297231,0.10281340170998277
Gentoo,Biscoe,N16A2,45.5,15.0,220.0,5000.0,MALE,0.032305146113948524,-0.029170319935923006,0.06617679877282612,0.03152971984753783
Gentoo,Biscoe,N44A1,42.9,13.1,215.0,5000.0,FEMALE,0.01771382099200436,0.0,0.039482515750376534,-0.10564745322187452
Gentoo,Biscoe,N54A2,46.4,15.6,221.0,5000.0,MALE,-0.1303345780919929,0.014150340834217179,0.12090713455894353,0.11833178912976272
Gentoo,Biscoe,N14A2,50.1,15.0,225.0,5000.0,MALE,0.02061845314963462,0.0,0.0013161104857748462,-0.045886830664678135
Gentoo,Biscoe,N56A1,45.1,14.5,207.0,5050.0,FEMALE,0.04777159743394044,0.014150340834217179,0.11636792437333732,-0.00876371482591598
Gentoo,Biscoe,N15A2,45.0,15.4,220.0,5050.0,MALE,-0.02297277500454431,0.09596216402868163,0.05065841135304627,0.04654969894924377
Gentoo,Biscoe,N42A2,46.3,15.8,215.0,5050.0,MALE,0.057366753646069024,0.0947002248606661,-0.06008910759868302,-0.06140521808445809
Gentoo,Biscoe,N12A1,44.9,13.3,213.0,5100.0,FEMALE,-0.0013161104857748462,-0.012834230348442333,-0.052523516081741994,0.0620680863690235
Gentoo,Biscoe,N55A1,48.2,15.6,221.0,5100.0,MALE,-0.03750353698003617,0.11098214313038746,-0.08196765611429035,-0.07642519718616392
Gentoo,Biscoe,N44A2,46.1,15.1,215.0,5100.0,MALE,-0.0841152079862778,0.04200455028436534,-0.01671651072875502,0.07758647378880335
Gentoo,Biscoe,N35A2,46.8,15.4,215.0,5150.0,MALE,-0.08543131847205276,0.052589567158753625,-0.0010355071445257158,-0.11848168357031696
Gentoo,Biscoe,N2A1,49.1,14.8,220.0,5150.0,FEMALE,0.07277344350657133,-0.10351178110914006,0.10675679372472624,0.13116601947820505
Gentoo,Biscoe,N55A2,46.5,14.8,217.0,5200.0,FEMALE,-0.07128097763783547,0.11888894141271045,0.07758647378880335,-0.13416268715454627
Gentoo,Biscoe,N19A2,50.8,15.7,226.0,5200.0,MALE,0.12090713455894353,0.06350083385665695,-0.054664284709105226,0.004937449565405427
Gentoo,Biscoe,N34A2,46.7,15.3,219.0,5200.0,MALE,0.02270998990182005,0.029170319935923006,-0.007447604340141023,0.02061845314963462
Gentoo,Biscoe,N43A1,45.2,14.8,212.0,5200.0,FEMALE,0.094651992022179,-0.11919278469336947,0.0019229636505391223,-0.021597945174358202
Gentoo,Biscoe,N50A1,47.3,15.3,222.0,5250.0,MALE,0.05248531920046562,0.08044377660890178,-0.058496472791671805,-0.09144517628786974
Gentoo,Biscoe,N4A2,44.4,17.3,219.0,5250.0,MALE,-0.015019979101705827,-0.0013161104857748462,0.09260645289050917,0.09260645289050917
Gentoo,Biscoe,N21A2,51.1,16.5,225.0,5250.0,MALE,0.09534711870874901,-0.1289008315676684,-0.03914589728932538,0.035638432251340446
Gentoo,Biscoe,N13A2,51.3,14.2,218.0,5300.0,MALE,-0.09287892281219368,-0.05175589055457008,0.004937449565405427,-0.03661792427606403
Gentoo,Biscoe,N13A2,48.5,14.1,220.0,5300.0,MALE,0.06504523582518051,-0.0747286655591145,0.012665657246796136,-0.05229892786029344
Gentoo,Biscoe,N12A2,45.2,15.8,215.0,5300.0,MALE,-0.09359866663912875,-0.08801530660511525,0.07277344350657133,-0.007447604340141023
Gentoo,Biscoe,N18A2,46.2,14.9,221.0,5300.0,MALE,-0.11531459899028706,0.13456994499693986,0.027685636348501963,0.05065841135304627
Gentoo,Biscoe,N6A2,50.0,15.9,224.0,5350.0,MALE,-0.07642519718616392,0.12189340982829089,-0.012834230348442333,-0.10559551712208692
Gentoo,Biscoe,N40A2,48.7,15.1,222.0,5350.0,MALE,-0.08306188260322767,-0.04200455028436534,0.05772559455191362,0.10675679372472624
Gentoo,Biscoe,N5A2,48.7,15.7,208.0,5350.0,MALE,0.009651171331930053,-0.056653299436656424,-0.1303345780919929,0.14207728617610837
Gentoo,Biscoe,N11A2,50.5,15.9,225.0,5400.0,MALE,-0.007447604340141023,-0.015518387419779844,0.04194804153746312,0.06617679877282612
Gentoo,Biscoe,N15A2,52.2,17.1,228.0,5400.0,MALE,0.05696802063916895,-0.06536913256233523,0.005424822889577463,0.012665657246796136
Gentoo,Biscoe,N33A1,47.6,14.5,215.0,5400.0,MALE,-0.09134945316507448,-0.057953435485948446,0.0128902454682438,-0.06644926869451051
Gentoo,Biscoe,N43A2,49.9,16.1,213.0,5400.0,MALE,0.0620680863690235,-0.09886087336425664,-0.03750353698003617,0.08119677787453194
Gentoo,Biscoe,N2A2,48.4,16.3,220.0,5400.0,MALE,-0.052523516081741994,-0.03103677483955969,-0.10559551712208692,-0.08196765611429035
Gentoo,Biscoe,N1A2,52.5,15.6,221.0,5450.0,MALE,-0.009595156212128364,-0.042502958602439356,-0.1197458579563041,-0.1197458579563041
Gentoo,Biscoe,N28A2,53.4,15.8,219.0,5500.0,MALE,0.0,-0.12107570766059006,0.035638432251340446,0.12090713455894353
Gentoo,Biscoe,N24A2,46.8,16.1,215.0,5500.0,MALE,-0.04292835986961363,-0.08334248594447691,0.05500090317015638,-0.020281834688583356
Gentoo,Biscoe,N23A2,49.1,15.0,228.0,5500.0,MALE,-0.06008910759868302,-0.07254291680585101,-0.009595156212128364,0.027685636348501963
Gentoo,Biscoe,N34A2,51.5,16.3,230.0,5500.0,MALE,-0.02823463059142206,0.038764982520950286,0.0,-0.04434613195745496
Gentoo,Biscoe,N29A2,48.1,15.1,209.0,5500.0,MALE,0.0019229636505391223,-0.015518387419779844,-0.028132968989355245,0.04270561545020779
Gentoo,Biscoe,N14A2,52.1,17.0,230.0,5550.0,MALE,-0.054664284709105226,0.021822533395806754,-0.015518387419779844,0.09534711870874901
Gentoo,Biscoe,N17A2,50.4,15.3,224.0,5550.0,MALE,-0.03661792427606403,-0.028352617768222177,-0.02823463059142206,0.0
Gentoo,Biscoe,N53A2,50.7,15.0,223.0,5550.0,MALE,0.012665657246796136,-0.015019979101705827,0.015518387419779844,0.05772559455191362
Gentoo,Biscoe,N8A1,50.5,15.9,222.0,5550.0,MALE,0.14207728617610837,0.015518387419779844,-0.04434613195745496,-0.058496472791671805
Gentoo,Biscoe,N36A2,49.0,16.1,216.0,5550.0,MALE,-0.04457072017890329,-0.0676614823602475,0.03152971984753783,-0.09287892281219368
Gentoo,Biscoe,N47A2,50.0,15.3,220.0,5550.0,MALE,-0.13416268715454627,-0.09601410012846956,0.14207728617610837,0.015518387419779844
Gentoo,Biscoe,N8A2,50.8,17.3,228.0,5600.0,MALE,0.08119677787453194,0.011518119862667597,0.05696802063916895,-0.02823463059142206
Gentoo,Biscoe,N22A2,55.9,17.0,228.0,5600.0,MALE,-0.015518387419779844,0.03684251249751258,-0.023745497046345654,0.07274557365361956
Gentoo,Biscoe,N46A2,47.8,15.0,215.0,5650.0,MALE,0.04157405250256219,0.05747100160435725,-0.07510908670038896,-0.012834230348442333
Gentoo,Biscoe,N19A2,54.3,15.7,231.0,5650.0,MALE,-0.015518387419779844,-0.07233430302088584,0.0,0.026429654117683277
Gentoo,Biscoe,N18A2,49.5,16.1,224.0,5650.0,MALE,0.0128902454682438,0.06173775752549482,0.07274557365361956,0.0013161104857748462
Gentoo,Biscoe,N31A2,50.0,16.3,230.0,5700.0,MALE,-0.11848168357031696,0.10708748936372114,0.0,-0.03914589728932538
Gentoo,Biscoe,N41A1,50.2,14.3,218.0,5700.0,MALE,0.09260645289050917,-0.10132093584124735,-0.09144517628786974,0.04194804153746312
Gentoo,Biscoe,N32A2,50.0,15.2,218.0,5700.0,MALE,0.13116601947820505,-0.057024529386071166,0.02061845314963462,-0.054664284709105226
Gentoo,Biscoe,N6A2,49.6,16.0,225.0,5700.0,MALE,-0.10564745322187452,0.04671777842378899,0.026429654117683277,-0.023745497046345654
Gentoo,Biscoe,N20A2,49.8,16.8,230.0,5700.0,MALE,-0.06140521808445809,-0.034275848975873324,-0.015518387419779844,0.05696802063916895
Gentoo,Biscoe,N39A2,50.4,15.7,222.0,5750.0,MALE,-0.05229892786029344,0.07918183744088636,0.0,-0.009595156212128364
Gentoo,Biscoe,N56A2,48.6,16.0,230.0,5800.0,MALE,-0.008988303047364199,-0.03712311583876182,0.0,0.005424822889577463
Gentoo,Biscoe,N51A2,49.5,16.2,229.0,5800.0,MALE,0.10281340170998277,0.0,0.0,0.020943210309357307
Gentoo,Biscoe,N37A2,48.4,14.6,213.0,5850.0,MALE,0.04952684840540067,0.07250695514254579,0.031754308068985715,0.0
Gentoo,Biscoe,N35A2,55.1,16.0,230.0,5850.0,MALE,0.0,0.031199391004009147,-0.015518387419779844,-0.015518387419779844
Gentoo,Biscoe,N38A2,49.3,15.7,217.0,5850.0,MALE,-0.07510908670038896,-0.01415034083421729,0.13116601947820505,0.0
Gentoo,Biscoe,N32A2,49.8,15.9,229.0,5950.0,MALE,-0.00876371482591598,0.0,0.020943210309357307,-0.015518387419779844
Gentoo,Biscoe,N60A2,45.2,16.4,223.0,5950.0,MALE,0.0789709884379497,0.05378496162265611,-0.09287892281219368,0.0
Gentoo,Biscoe,N36A2,48.8,16.2,222.0,6000.0,MALE,-0.029550741077197462,0.023246595101170442,0.04270561545020779,0.0
Gentoo,Biscoe,N58A2,51.1,16.3,220.0,6000.0,MALE,0.04270561545020779,-0.11388085246596247,-0.06644926869451051,-0.015518387419779844
Gentoo,Biscoe,N56A2,59.6,17.0,230.0,6050.0,MALE,0.0,-0.03838456137967572,0.0,0.0
Gentoo,Biscoe,N39A2,49.2,15.2,221.0,6300.0,MALE,-0.01671651072875502,-0.08049571270868972,-0.020281834688583356,0.0
